building_address,tenant_name,occupancy_status,availability_status,retail_type,retail_sub_type,retailer_footprint,retail_price_point,retailer_heritage,retailer_value,retailer_occurence,location_quality,premise_quality,quality_ranking,class_mix,corner_store,percent_of_bldg_retail,premise_type,basement_sf,ground_fl_sf,mezzazine,upper_fl_sf,step_up_or_down,number_of_retail_stories,street_frontage,approx_retail_sf,street_frontage_ratio,ceiling,contains_retail,submarket,total_number_of_retail_space,total_retail_space,zip_code,xcord,ycord,building_status,borocode,borough,bbl,block,lot,frequency_of_demand,location_appearance,walkability_score,viability_score,demographic,zip_code_from,zip_code_to,submarket_health_index,gentrifcation_score,footfall_index,block_appeal,target_shopper_profile,stability_index,growth_index,retailer_viability,venting,social_media,total_bldg_front,active,mailer_building_number,mailer_street,mailer_street_type,mailer_city,mailer_state,mailer_zip_code,location_quality_grade,premise_quality_grade,listing_brokerage,listing_broker_name,listing_broker_email,listing_broker_number,tenant_contact_name,tenant_contact_phone_number,tenant_contact_email,tenant_contact_address,owner_contact_name,owner_contact_phone_number,owner_contact_email,owner_contact_address,unique_id_addedem,unique_id_complete,corridor,lattitude,longitude,previous_tenant,notes
210 W 10th ,Brothers Laundromat ,Occupied,Unavailable,"Laundry, Dry Cleaning","Laundry, Dry Cleaning",Local Chain / Independant,$$,North American,,,3 - High Quality,2 - Average,5,Average,No,50,Street Frontage,0,420,0,0,,1,25,420,16,Standard,Yes,West Village,2,420,10014,983100,206646,Existing,1,Manhattan,1-619-56,619,56,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-619-56-2,,40.733989,-74.004184,,
55 Leroy Street A,Brown Bag Cleaner,Occupied,Unavailable,"Laundry, Dry Cleaning","Laundry, Dry Cleaning",Local Chain / Independant,$$,North American,Organic,,2 - Average,1- Low End,3,Average,No,50,Street Frontage,0,500,0,0,Step down,1,,500,,Standard,Yes,West Village,2,500,10014,982810,205349,Existing,1,Manhattan,1-583-42,583,42,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-583-42-1,,40.73026,-74.005122,,
17 Greenwich Street ,Vacant,Vacant,Unavailable,,,,,,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,1050,0,0,,1,15,1050,70,Standard,Yes,West Village,1,1050,10014,984213,206836,Existing,1,Manhattan,1-610-55,610,55,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-610-55-1,,40.734439,-74.000007,,
379 Bleecker ,Brunello Cucinelli ,Occupied,Available,Apparel,Clothing,Local Chain / Independant,$$$,European,,,3 - High Quality,2 - Average,5,Average,No,50,Street Frontage,0,769,0,0,,1,45,769,17,Standard,Yes,West Village,2,769,10014,982965,207091,Existing,1,Manhattan,1-621-38,621,38,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-621-38-1,,40.735049,-74.004753,,
73 Gansevoort Street,Bubby's,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club",Local Chain / Independant,$$$,North American,,,3 - High Quality,3 - High Quality,6,Prime,No,75,Street Frontage,0,4500,0,0,,1,30,3600,120,Standard,Yes,West Village,2,4500,10014,982097,208731,Existing,1,Manhattan,1-644-30,644,30,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-644-30-2,,40.739535,-74.007225,,
415 West 13 Street,Bumble and Bumble,Occupied,Unavailable,Personal Services,"Hair Studio, Barber",Local Chain / Independant,$$,North American,,,3 - High Quality,3 - High Quality,6,Prime,No,50,Street Frontage,0,0,0,13591,Step up,1,30,13591,453,Standard,Yes,West Village,2,13591,10014,982448,209172,Existing,1,Manhattan,1-646-7501,646,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-646-7501-2,,40.740703,-74.006643,,
367 Bleecker Street,Burberry,Occupied,Unavailable,Apparel,Clothing,International Presence,$$$$,European,,,3 - High Quality,3 - High Quality,6,Prime,Yes,100,Street Frontage,1035,1718,0,0,,1,45,2753,61,Standard,Yes,West Village,1,2753,10014,982966,206988,Existing,1,Manhattan,1-621-7502,621,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-621-7502-1,,40.734772,-74.00468,,
171 Christopher Street,Vacant,Vacant,Available,,,,,,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,2690,0,0,,1,21,2690,128,Standard,Yes,West Village,1,2690,10014,981705,206266,Existing,1,Manhattan,1-636-33,636,33,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-636-33-1,,40.732712,-74.00915,,
166 West 4 Street,Burrito Loco,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,1000,0,0,Step up,1,21,1000,47,Standard,Yes,West Village,1,1000,10014,983823,205945,Existing,1,Manhattan,1-590-31,590,31,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-590-31-1,,40.731973,-74.001473,,
597 Hudson Street,Bus Stop Cafe,Occupied,Unavailable,Restaurant & Bar,Cafe,Local Chain / Independant,$$,North American,,,2 - Average,3 - High Quality,5,Average,Yes,75,Street Frontage,0,825,0,0,Step up,1,45,825,18,Standard,Yes,West Village,2,825,10014,982570,207793,Existing,1,Manhattan,1-624-21,624,21,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-624-21-2,,40.737024,-74.005946,,
42 Grove Street,Buvette,Occupied,Unavailable,Restaurant & Bar,Restaurant,International Presence,$$$,European,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,4200,0,0,,1,15,4200,280,High,Yes,West Village,1,4200,10014,983058,206180,Existing,1,Manhattan,1-588-18,588,18,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-588-18-1,,40.732712,-74.004364,,
804 Washington Street,By Kilian Botique,Occupied,Unavailable,Personal Services,Spa,Local Chain / Independant,$$$$,North American,,,2 - Average,2 - Average,4,Average,No,3,Street Frontage,0,950,0,0,,1,12,950,79,Standard,Yes,West Village,13,950,10014,981801,208536,Existing,1,Manhattan,1-643-1,643,1,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,4,1-643-1-4,,40.738855,-74.008246,,
69 8 Avenue A,Cadet,Occupied,Unavailable,Apparel,Clothing,Local Chain / Independant,$$$,North American,Men's,,2 - Average,3 - High Quality,5,Average,No,50,Street Frontage,0,1000,0,0,Step up,1,12,1000,83,Standard,Yes,West Village,2,1000,10014,983373,208668,Existing,1,Manhattan,1-629-40,629,40,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-629-40-1,,40.722366,-73.986042,,
10 Downing Street A,Cafe Clover,Occupied,Unavailable,Grocery,"Butcher, Bakery, Seafood, Cheese, Chocolate, Tea & Coffee, Other Specialized Food",Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,25,Street Frontage,0,2951,0,0,,1,100,2951,29,Standard,Yes,West Village,6,11806,10014,983463,204953,Existing,1,Manhattan,1-527-27,527,27,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,,,,,,,,,,,,,,,,,,,,,,3,1-527-27-3,,40.729487,-74.002969,,
284 West 12 Street,Cafe Cluny,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$$,European,,,2 - Average,2 - Average,4,Average,Yes,100,Street Frontage,0,1261,0,0,Step up,1,30,1261,42,Standard,Yes,West Village,1,1261,10014,983149,207929,Existing,1,Manhattan,1-624-48,624,48,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-624-48-1,,40.737452,-74.003984,,
173 Christopher Street,Vacant ,Vacant,Available,,,,,,,,2 - Average,1- Low End,3,Average,No,50,Street Frontage,0,612,0,0,Step up,1,15,612,40,Standard,Yes,West Village,2,612,10014,981672,206259,Existing,1,Manhattan,1-636-34,636,34,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-636-34-1,,40.732701,-74.009226,,
113 Jane Street,Cafe Gitane,Occupied,Unavailable,Restaurant & Bar,Cafe,Local Chain / Independant,$$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,4000,0,0,,1,55,4000,72,Standard,Yes,West Village,1,4000,10014,981665,208258,Existing,1,Manhattan,1-642-1,642,1,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-642-1-1,,40.738233,-74.009313,,
302 W 4th Street B,Cafe Minerva,Occupied,Unavailable,Grocery,"Butcher, Bakery, Seafood, Cheese, Chocolate, Tea & Coffee, Other Specialized Food",Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,40,Street Frontage,0,1000,0,0,,1,,1000,,Standard,Yes,West Village,2,1000,10014,983167,207780,Existing,1,Manhattan,1-624-53,624,53,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-624-53-1,,40.736986,-74.003849,,
551 Hudson C,Cafe Panino Mucho Giusto,Occupied,Unavailable,Restaurant & Bar,Cafe,Local Chain / Independant,$$,European,,,2 - Average,2 - Average,4,Average,No,25,Street Frontage,0,600,0,0,,1,10,600,60,Standard,Yes,West Village,3,600,10014,982501,207148,Existing,1,Manhattan,1-633-58,633,58,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,3,1-633-58-3,,40.73526,-74.00623,,
32 Jones Street,Caffe Vivaldi,Occupied,Unavailable,Restaurant & Bar,Cafe,Local Chain / Independant,$$,European,,,2 - Average,2 - Average,4,Average,No,50,Street Frontage,0,1084,0,0,Step up,1,21,1084,51,Standard,Yes,West Village,3,1084,10014,983408,205859,Existing,1,Manhattan,1-590-11,590,11,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-590-11-1,,40.731736,-74.003048,,
59 7 Avenue South,Caliente Cab Co,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,South American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,620,0,0,,1,20,620,31,Standard,Yes,West Village,1,620,10014,983229,205844,Existing,1,Manhattan,1-587-20,587,20,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-587-20-1,,40.727648,-73.98708,,
284 Bleecker Street,Caliente Cab Co.,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,South American,,,3 - High Quality,2 - Average,5,Average,No,100,Street Frontage,0,3128,0,0,,1,150,3128,20,Standard,Yes,West Village,1,3128,10014,983264,205910,Existing,1,Manhattan,1-587-21,587,21,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-587-21-1,,40.731998,-74.0036,,
654 Hudson Street,Calypso St. Barth,Occupied,Unavailable,Apparel,Clothing,Local Chain / Independant,$$$,North American,,,3 - High Quality,3 - High Quality,6,Prime,Yes,15,Street Frontage,0,1207,0,0,,1,60,1207,20,Standard,Yes,West Village,5,1207,10014,982930,208735,Existing,1,Manhattan,1-628-17,628,17,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,3,1-628-17-3,,40.739562,-74.005187,,
59 Greenwich Avenue,Canine Styles,Occupied,Unavailable,"Building, Garden, Animal",Pet Related,Local Chain / Independant,$$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,520,0,0,,1,18,520,28,Standard,Yes,West Village,1,520,10014,983959,207432,Existing,1,Manhattan,1-613-60,613,60,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-613-60-1,,40.736058,-74.000958,,
176 Christopher Street,Vacant,Vacant,Unavailable,,,,,,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,1092,0,0,,1,15,1092,72,Standard,Yes,West Village,1,1092,10014,981578,206066,Existing,1,Manhattan,1-604-7,604,7,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-604-7-1,,40.732345,-74.009641,,
59 Greenwich Ave,Canine Styles ,Occupied,Unavailable,"Building, Garden, Animal",Pet Related,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,30,Street Frontage,0,600,0,0,Step up,1,30,600,20,Standard,Yes,West Village,4,600,10014,984025,207273,Existing,1,Manhattan,1-612-60,612,60,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,4,1-612-60-4,,40.736058,-74.000958,,
347 Sixth ,Capital One Bank ,Occupied,Unavailable,Bank,Bank,National Presence,$$,North American,,,2 - Average,2 - Average,4,Average,Yes,100,Street Frontage,0,1375,0,0,,1,45,1375,30,Standard,Yes,West Village,1,1375,10014,983938,205949,Existing,1,Manhattan,1-592-26,592,26,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-592-26-1,,40.738088,-74.005095,,
136 Waverly ,Carlo Marco Studio ,Occupied,Unavailable,Personal Services,"Hair Studio, Barber",Local Chain / Independant,$$$,North American,,,2 - Average,2 - Average,4,Average,No,30,Street Frontage,0,1023,0,0,,1,35,1023,29,Standard,Yes,West Village,5,1023,10014,984114,206302,Existing,1,Manhattan,1-592-66,592,66,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,4,1-592-66-4,,40.733047,-74.000545,,
410 West 14 Street,Carlo Pazolini - Closed,Occupied,Unavailable,Apparel,Leather and Luggage,International Presence,$$$$,European,,,3 - High Quality,3 - High Quality,6,Prime,No,100,Street Frontage,0,1860,0,0,,1,15,1860,124,Standard,Yes,West Village,1,1860,10014,982528,209239,Existing,1,Manhattan,1-646-37,646,37,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-646-37-1,,40.741102,-74.006133,,
